label,tweet
positive,@SouthwestAir Black History Commercial is really sweet. Well done.
positive,@SouthwestAir much respect!
positive,@SouthwestAir Thank you!  #thankful #feelingtheluv
positive,@SouthwestAir I got it added thank you! :)
positive,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter."
positive,@SouthwestAir thank you :-)
positive,@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU
positive,@SouthwestAir I did. Thank you.
positive,"Despite Mother Nature's best efforts, @SouthwestAir's good-humored folks got us home safely in an area heavily affected by winter storms."
positive,@SouthwestAir Awesome - thanks!
positive,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!"
positive,@SouthwestAir All pieces were found and safely delivered to our home this afternoon.
positive,@SouthwestAir El Paso deals....Mayâù_âù_âù__Ÿ˜ç_ŸŒè
positive,@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.
positive,@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.
positive,@SouthwestAir About time...and just in time for my next flight Thursday.
positive,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens â˜ºï¸è
positive,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C
positive,@SouthwestAir Awwweesssooomee!
positive,@SouthwestAir Amazing customer service as well. Will definitely fly with you guys again if my instrument is involved. #10/10
positive,"@SouthwestAir your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called."
positive,@SouthwestAir knows whats up! That #BlackHistoryMonth commercial. Just another thing to add to reasons why I fly with #SouthWestAirlines
positive,@SouthwestAir your employees were great!
positive,"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring"
positive,@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan
positive,@SouthwestAir JH thank you. I finally got through the second time.
positive,"@SouthwestAir haha, thanks for the explanation"
positive,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps"
positive,@SouthwestAir Sent. Thanks VP!
positive,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.
positive,@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!
positive,@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :)
positive,@SouthwestAir thanks I think we've got it figured out
positive,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?"
positive,@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!
positive,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!"
positive,@SouthwestAir finally got through. Thanks!
positive,"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though."
positive,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!
positive,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763
positive,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!
positive,@SouthwestAir yes. Thank you. Oct 25-oct 31
positive,@SouthwestAir always when I fly SW. #loyalRRmember
positive,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response"
positive,@SouthwestAir Thanks a ton!
positive,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR
positive,@SouthwestAir is having a sale! I'm delighted!
positive,@SouthwestAir about time! Thank you!
positive,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.
positive,@SouthwestAir you guys are awesome... #dontchangeathing #luv
positive,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.
positive,@SouthwestAir and thanks!
positive,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx"
positive,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.
positive,@SouthwestAir Great job with the Passbook integration! Itâ€™ll really help streamline the commute to San Fran! _Ÿ˜_â˜•_Ÿ“_âœˆ
positive,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!
positive,@SouthwestAir  Thank you.
positive,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!
positive,@SouthwestAir finally!
positive,"@SouthwestAir Beautiful, thanks a ton!"
positive,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?
positive,@SouthwestAir nice work on the update!
positive,"@JetBlue Yesterday on my way from EWR to FLL just after take-off. :)#wheelsup #JetBlueSoFly http://t.co/9xkiy0Kq2j"
positive,@JetBlue thank you for the information.
positive,@JetBlue great.
positive,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. _Ÿ˜‰
positive,@JetBlue flight 117. proud to fly Jet Blue!
positive,"@JetBlue awesome, thanks! on hold now."
positive,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places..."
positive,@JetBlue I did see that! Working on picking up a trip or two as we type.
positive,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :)
positive,@JetBlue wouldn't mind paying for the snacks but no $ for tix :-) Great job guys!
positive,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
positive,"â€œ@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)â€ù you know me too well _Ÿ’˜"
positive,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place"
positive,@JetBlue Longing to look into the blue eyes. #firstlove
positive,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom
positive,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH"
positive,"@JetBlue Annnndddd, I just booked my flight. That was easy."
positive,@JetBlue Thank you very much!
positive,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:)
positive,@JetBlue glad you like it. Feel free to steal it.
positive,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.
positive,@JetBlue thanks to you customers like me stay loyal. From check in to landing.
positive,@JetBlue A320 pulling into the gate as the sunrises here at @BostonLogan this morning #jetbluesofly #jetblue #airbus http://t.co/JGdu5us8Dz
positive,@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #
positive,@JetBlue Wish Everyone felt like you
positive,@JetBlue sounds great! Thank you!! :)
positive,@JetBlue Was nice to see your Veterans Advantage Program at the gate on Sunday @ MCO.Keep up the good work at  JetBlue
positive,@JetBlue incredible PR team. _Ÿ‘è_Ÿ‘è_Ÿ‘è_Ÿ‘è
positive,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.
positive,"â€œ@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlueâ€ù and now I'M feeling like a boss #jetbluefame"
positive,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks
positive,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! _Ÿ˜è
positive,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG
positive,@JetBlue great will do once I land in JFK
positive,@JetBlue haha. TY. Do you know what time that lane opens at Logan?
positive,@JetBlue sure is _Ÿ’™
positive,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence"
positive,@JetBlue thanks so much!
positive,@JetBlue That makes two of us! Lol #Blushing
positive,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!
positive,@JetBlue #1680 Super smooth flight and landing. Nicely done.
positive,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!"
positive,"@JetBlue I like "" Follow @JetBlue """
positive,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC"
positive,"@JetBlue Btw, thanks for responding quickly!!"
positive,@JetBlue you found my camera!  Thank you!  You rock!
positive,Stop. Please. RT @JetBlue: Our fleet's on fleek. http://t.co/EUl6sDURbU
positive,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.
positive,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?"
positive,"@JetBlue Worked now, ty"
positive,"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!"
positive,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.
positive,â€œ@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZâ€ù- no... Yall better than this
positive,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!"
positive,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!
positive,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing
positive,@JetBlue you guys operate a world class company and for that I thank you
positive,"@JetBlue loved the service from the staff at Newark today. Good service goes along way. I appreciate your preciation  
positive,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR
positive,@JetBlue lolol @s_myc88
positive,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF
positive,@JetBlue true. Maybe. Wish I had expedited security haha
positive,Why â€œ@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipxâ€ù
positive,Power Moves RT @JetBlue: Our fleet's on fleek. http://t.co/t9s68korSN
positive,Lmfaooo â€œ@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQeâ€ù
positive,"""LOL you guys are so on it"" - me, had this been 4 months ago...â€œ@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHlâ€ù"
positive,"@JetBlue wow, keeping up with the times..."
positive,I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! _Ÿ’™
positive,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too _Ÿ‘€_Ÿ‘€
positive,â€œ@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxaâ€ù + lol wow
positive,Lovely! RT @JetBlue: Our fleetâ€™s on fleek. http://t.co/Hi6Fl1AX9E
positive,"Yall tried it. ""@JetBlue: Our fleet's on fleek. http://t.co/62GoDFaKNBâ€ù"
positive,@JetBlue my family and I are excited to see you too_Ÿ˜__Ÿ˜_
positive,"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets"
positive,@JetBlue sounds good!!!_Ÿ’™_Ÿ’™_Ÿ’™_Ÿ’™
positive,â€œ@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2â€ù Jet Blizzue in the hizouse.
positive,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)"
positive,@JetBlue  hahah _Ÿ˜‚_Ÿ‘Œ_Ÿ‘Œ_Ÿ‘Œ love flying jet blue tho!! http://t.co/7VeE44MACM
positive,â€œ@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jSâ€ù YASSS JetBlue ! Tell them !
positive,"@JetBlue lmfao, i love it"
positive,@JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!
positive,LMAO â€œ@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oqâ€ù
positive,@JetBlue @BrandsSayingBae well here we go
positive,â€œ@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLpâ€ù @alynewton new fav airline
positive,@JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels.
positive,@JetBlue Looking cool
positive,@JetBlue Definitely! Lots of announcements and the app is great.
positive,@JetBlue you bet:)
positive,@JetBlue thank you. Appreciate that!!
positive,@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !
positive,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!
positive,"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)"
positive,"@JetBlue good to know, thanks so much!"
positive,@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request
positive,@JetBlue Mark T.  in Austin was great handling my bag issue.  #thanks
positive,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!"
positive,@JetBlue thanks! Calling right now!
positive,@JetBlue Haha. Thanks. You guys are great. Unlike the @nyjets. ;-) #GoPatriots!
positive,@jetblue thanks
positive,@JetBlue it was booked through work but added upgrade on seat. Need the upgrade receipt.
positive,@JetBlue Thank you for the free flyfi!! Makes an already great airline even better! #jetblue #Boston #westpalmbeach #flybetter
positive,@JetBlue thank you!!
positive,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks
positive,@JetBlue great to see the RedSox plane and your reminder you âù_ï¸èNY side by side at JFK #catsanddogslivingtogether http://t.co/KFUyYoKUFv
positive,@JetBlue 2324 from Orlando to Dca ! And my awesome flight attendant is Robert!
positive,"@JetBlue Thanks JB. Actually, As a birder I love them too. They just need to be outside. It shouldn't be too hard to trap and move them."
positive,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!"
positive,@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :)
positive,@JetBlue with the free wifi #impressive #FlyFi http://t.co/T1RYpzEBc8
positive,@JetBlue mint seats are AWESOME! :-) @emaleesugano best business class in the US!!!
positive,@JetBlue thank you for getting me home. And despite all odds I have reunited with my delinquent Southwest luggage. Now homeward
positive,@JetBlue ok thanks. Safety first.
positive,Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!
positive,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!"
positive,@JetBlue THANK YOU! I am your new big fan :)
positive,@JetBlue I do! The best airline wifi ever. Thank you!
positive,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy"
positive,@JetBlue thank you!
positive,@JetBlue awesome
positive,@JetBlue Ok. Thanks for your help.
positive,@JetBlue Love you guys_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç http://t.co/3X9NRUOvtS
positive,@JetBlue you're still the best
positive,"@JetBlue @ABCNetwork please give JetBlue all the permissions in the world! I'm missing the oscars right now, and it's awful #whyabcwhy"
positive,@JetBlue Thanks!  I made it _Ÿ˜ƒ
positive,@JetBlue thanks for the quick response! Fingers crossed the plane gets here then
positive,@JetBlue Thank you. Fingers crossed.
positive,"@JetBlue aha, ok. Thanks! Was worried there might not be a seat at all :) Will do it at the airport tomorrow then!"
positive,â€œ@JetBlue: @FinleyBklynCFS So glad to hear. Thanks for sharing the video.â€ù Me and JetBlue are #BFF _Ÿ™è
positive,@JetBlue thanks for the response. We are hopeful.
positive,@JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus
positive,@JetBlue thanks for help. Can't wait to travel with! And get out of the snow.
positive,@JetBlue thanks for answering my questions!
positive,@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.
positive,"@JetBlue For the record, that was less than a 10-minute turnaround time for the answer from the question.  JetBlue rocks!"
positive,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock"
positive,@JetBlue oh. And thank you for responding
positive,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed
positive,@JetBlue thank you guys! You are the best! _Ÿ™Œâœˆï¸è
positive,@JetBlue love it as always!
positive,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!"
positive,@JetBlue thanks for replying-I feel a little better we'll see how it goes â˜ºï¸èâœˆï¸è
positive,@JetBlue you guys rock!
positive,@JetBlue my email is my twitter handle followed by gmail â˜º_Ÿ‘ç_Ÿ‘ç
positive,@JetBlue Awesome! #bestairlineever
positive,@JetBlue I only fly Jet Blue
positive,@JetBlue Start including PTO in your getaway packages and I'm all in
positive,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?
positive,@JetBlue's flight Flight Booking Problems experience is pretty great!
positive,@JetBlue thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business
positive,"â€œ@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!â€ù Thank you!"
positive,@JetBlue thanks! Have a good Sunday.
positive,@JetBlue thank you. We are finally at the gate.
positive,@JetBlue flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works
positive,@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks
positive,@JetBlue they were amazing and thank you!
positive,â€œ@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)â€ù Your welcome! Not on this flight. It was a quickie;)
positive,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!"
positive,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!
positive,@JetBlue BOS. Everything current now. Thanks for the follow up
positive,@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG
positive,@JetBlue things happen it's ok just wish I was on the beach and not in the airport
positive,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ
positive,@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks
positive,"@JetBlue if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU"
positive,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse
positive,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
positive,@JetBlue it's only because I'm wearing #TrueBlueColors!
positive,"@JetBlue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!"
positive,@JetBlue got it. thanks the quick reply.
positive,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
positive,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed."
positive,"@JetBlue thx, social media person!"
positive,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFiâ€_ http://t.co/NY6CS7jRuV
positive,@JetBlue they miraculously fixed the plane #kudos to shoe ever it was
positive,@JetBlue _Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜_ yall are really better then American Airlines though.
positive,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy
positive,@JetBlue Great service from PBI to HPN! Thanks.
positive,"@JetBlue done, thank you!"
positive,"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service"
positive,@JetBlue okay thank you! I'll check with them again!
positive,"â€œ@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourockâ€ù &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks"
positive,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!
positive,@JetBlue Thanks! See you soon!
positive,@JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery
positive,@JetBlue thanks for the response - when is the next flight after the 9:48 flight?
positive,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.
positive,@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired
positive,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!
positive,@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome
positive,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work _Ÿ˜_
positive,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.
positive,@JetBlue thank you _Ÿ˜_ standing in line now!
positive,@JetBlue thank you
positive,@JetBlue @L_Burley11 -- the best!!!
positive,@JetBlue thanks for bringing my son home to me.
positive,@JetBlue you got yourselves hot ladies flying the air for life #loyal
positive,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
positive,@JetBlue thanks so much. Can't wait to fly with you guys :)
positive,"@JetBlue OK, thank you."
positive,@JetBlue thanks for a speedy flight time recovery.
positive,@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice
positive,@JetBlue would you say a delay is more likely? Thanks so much.
positive,"@JetBlue I did not! She's a woman who's a lead, she was working at gate c26."
positive,"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks."
positive,@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!
positive,"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerserviceâœˆâ˜º"
positive,@JetBlue thank you!
positive,@JetBlue he just went above and beyond to be helpful
positive,@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know
positive,@JetBlue is the best!  Can't wait to use my travel bank $ for a FUN trip.
positive,@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend
positive,@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!
positive,@JetBlue thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.
positive,@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.
positive,"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!"
positive,@JetBlue Exciting times ahead! _Ÿ˜Å_Ÿ_‰
positive,@JetBlue Counting on your flight 989 to get to DC!
positive,@JetBlue great flight http://t.co/E0R0NTO4TR
positive,@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e
positive,@JetBlue Great thank you!
positive,@JetBlue good to hear. Thx for being responsive.
positive,"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad @JetBlue"
positive,"@JetBlue thanks so much for help Us, u r amazing!"
positive,@JetBlue #kudos! And we're done and heading to warmer weather!
positive,@JetBlue Awesome! Thank you! ;)
positive,@JetBlue thanks for update http://t.co/K7uBOTMr1r
positive,@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet
positive,@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung
positive,"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!"
positive,@JetBlue thank you! I'm excited to fly with you for the first time.
positive,Thank U _Ÿ˜˜ â€œ@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)â€ù
positive,@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!
positive,@JetBlue thanks so much for your condolences and quick response. It is very much appreciated
positive,@JetBlue Thank you Alicia!  #ExceptionalService
positive,@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.
positive,@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq
positive,@JetBlue ok thank you for the quick response JetBlue still the best comp
positive,"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb"
positive,@JetBlue oh definitely. I kind of only fly JetBlue.
positive,@JetBlue thanks for getting me to Orlando early #happiness
positive,@JetBlue got it. Thanks
positive,"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth _Ÿ‘ç_Ÿ‘ç _Ÿ˜_ #happytweet"
positive,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future"""
positive,@JetBlue Thanks!
positive,@JetBlue Thanks for the complimentary upgrade to first.  You are the best!
positive,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)"
positive,"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek"
positive,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket
positive,@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood
positive,@JetBlue word thanks
positive,"@JetBlue 162, SMF to JFK!"
positive,@JetBlue of course !!!!
positive,@JetBlue thank you
positive,@JetBlue thanks! I'll do it.
positive,@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.
positive,@JetBlue thanks!
positive,@JetBlue thank you so much for your effort
positive,@JetBlue thanks for letting us know. Hoping for no more delays!
positive,@JetBlue thanks!!
positive,@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed
positive,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter
positive,@JetBlue yes! Terra blue chips were my favorite. :)
positive,"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!"
positive,"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATAâ€ù"
positive,@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!
positive,"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK"
positive,@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM
positive,@JetBlue thanks...
positive,@JetBlue thanks!
positive,@JetBlue - looking forward to it when we finally take off.
positive,@JetBlue Please come to Indianapolis!
positive,@JetBlue okay thanks. Hope to be flying with you guys soon!
positive,@JetBlue he loved the #natural #beefjerky snacks_Ÿ˜‰
positive,@JetBlue thanks for your reply. It was flight 1572.
positive,@JetBlue who is he I must send a note!!! Too good for words!
positive,@JetBlue - loving Capt Joe on our flight from BOS to SFO #633. This should be fun!
positive,@JetBlue It was fabulous! Very pleased.
positive,@JetBlue u the real MVP http://t.co/jWL26G6lRw
positive,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
positive,"@JetBlue messaged you, thanks"
positive,@JetBlue I will. Thank you!
positive,@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.
positive,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :)
positive,@JetBlue I'll see you on board again soon!
positive,@JetBlue heading to Buffalo... trading the cold in Boston for colder in Buffalo... Maybe the Caribbean next time?
positive,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance
positive,This is so smart it makes me angry MT @JetBlue: Weâ€™ve partnered with @WSJ to bring you free digital access onboard! http://t.co/0LiwEcAsOe
positive,@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday
positive,@JetBlue i love this song &lt;3 thanks @JetBlue
positive,@JetBlue currently dancing in the terminal. love Stevie!
positive,@JetBlue thank you for being jetblue and not jetgreen or jetred. blue is my favorite color! and jet blue makes it better :)
